file,notes,barlines
deut4613.krn,46,13
deut4607.krn,42,10
deut4808.krn,49,16
deut4834.krn,30,7
deut4820.krn,46,10
deut4767.krn,70,16
deut4773.krn,38,10
deut4983.krn,54,12
deut4997.krn,38,10
deut4968.krn,48,10
deut4940.krn,40,12
deut4798.krn,63,24
deut4954.krn,53,12
deut4565.krn,32,10
deut4571.krn,39,13
deut5109.krn,54,13
deut4559.krn,53,10
deut4558.krn,40,16
deut4570.krn,41,14
deut5108.krn,81,17
deut4564.krn,43,10
deut4955.krn,43,9
deut4799.krn,27,8
deut4941.krn,54,16
deut4969.krn,66,16
deut4996.krn,44,17
deut4982.krn,53,16
deut4772.krn,53,12
deut4766.krn,43,16
deut4821.krn,210,66
deut4835.krn,38,8
deut4809.krn,52,16
deut4606.krn,37,8
deut4612.krn,34,10
deut5083.krn,44,12
deut5097.krn,92,24
deut5040.krn,48,14
deut5054.krn,56,13
deut5068.krn,43,16
deut5042.krn,78,24
deut5056.krn,43,13
deut5081.krn,56,10
deut5095.krn,110,19
deut4604.krn,39,14
deut4610.krn,51,15
deut4638.krn,71,31
deut4823.krn,57,20
deut4837.krn,42,10
deut4770.krn,59,21
deut4764.krn,41,20
deut4994.krn,51,14
deut4758.krn,66,16
deut4980.krn,62,18
deut4957.krn,96,26
deut4943.krn,69,16
deut4572.krn,60,16
deut4566.krn,47,14
deut4599.krn,51,12
deut4598.krn,39,13
deut4567.krn,47,6
deut4573.krn,41,9
deut4942.krn,63,18
deut4956.krn,52,13
deut4981.krn,36,10
deut4759.krn,44,12
deut4995.krn,103,20
deut4765.krn,47,14
deut4771.krn,61,16
deut4836.krn,71,16
deut4822.krn,31,10
deut4639.krn,43,13
deut4611.krn,65,16
deut4605.krn,38,8
deut5094.krn,34,8
deut5080.krn,54,12
deut5057.krn,60,15
deut5043.krn,54,12
deut5066.krn,66,20
deut5072.krn,42,12
deut5099.krn,41,12
deut4608.krn,80,18
deut4620.krn,52,12
deut4634.krn,44,10
deut4807.krn,58,16
deut4813.krn,124,24
deut4768.krn,42,19
deut4754.krn,22,8
deut4740.krn,34,8
deut4998.krn,41,9
deut4973.krn,33,10
deut4967.krn,33,8
deut4797.krn,53,16
deut4783.krn,37,8
deut5112.krn,30,10
deut5106.krn,55,16
deut4556.krn,58,12
deut4542.krn,30,9
deut4595.krn,65,12
deut4581.krn,34,10
deut4580.krn,28,8
deut4594.krn,68,12
deut4543.krn,31,8
deut4557.krn,29,6
deut5107.krn,36,7
deut5113.krn,35,7
deut4782.krn,48,7
deut4796.krn,62,18
deut4966.krn,33,8
deut4972.krn,55,16
deut4999.krn,35,8
deut4741.krn,39,8
deut4755.krn,24,8
deut4769.krn,54,16
deut4812.krn,38,14
deut4806.krn,51,16
deut4635.krn,81,26
deut4621.krn,60,16
deut4609.krn,53,12
deut5098.krn,26,11
deut5073.krn,56,15
deut5067.krn,132,23
deut5071.krn,45,15
deut5065.krn,33,8
deut5059.krn,60,14
deut4637.krn,39,9
deut4623.krn,53,16
deut4810.krn,62,9
deut4804.krn,49,13
deut4838.krn,142,36
deut4743.krn,33,8
deut4757.krn,66,24
deut4964.krn,70,18
deut4970.krn,65,29
deut4958.krn,41,12
deut4780.krn,34,8
deut4794.krn,29,11
deut5105.krn,27,9
deut5111.krn,42,10
deut4569.krn,42,12
deut4541.krn,27,7
deut4555.krn,31,16
deut4582.krn,76,16
deut4596.krn,57,12
deut4597.krn,48,8
deut4583.krn,56,16
deut4554.krn,112,31
deut4540.krn,40,12
deut5110.krn,43,14
deut4568.krn,33,17
deut5104.krn,52,11
deut4795.krn,49,21
deut4781.krn,100,18
deut4959.krn,46,16
deut4971.krn,46,10
deut4965.krn,31,8
deut4756.krn,49,12
deut4742.krn,52,15
deut4839.krn,43,16
deut4805.krn,48,14
deut4811.krn,44,23
deut4622.krn,63,13
deut4636.krn,97,20
deut5058.krn,33,15
deut5064.krn,38,16
deut5070.krn,49,11
deut5048.krn,39,10
deut5074.krn,84,16
deut5060.krn,67,16
deut4632.krn,73,16
deut4626.krn,27,6
deut4829.krn,37,10
deut4815.krn,72,15
deut4801.krn,66,16
deut4746.krn,68,28
deut4752.krn,94,16
deut4785.krn,61,15
deut4949.krn,60,18
deut4791.krn,78,24
deut4961.krn,48,10
deut4975.krn,38,15
deut4544.krn,36,8
deut4550.krn,42,8
deut5100.krn,36,8
deut4578.krn,67,16
deut5114.krn,52,16
deut4587.krn,46,12
deut4593.krn,46,9
deut4592.krn,50,8
deut4586.krn,45,12
deut5115.krn,59,16
deut5101.krn,40,7
deut4579.krn,39,7
deut4551.krn,55,19
deut4545.krn,40,18
deut4974.krn,43,12
deut4960.krn,44,12
deut4790.krn,82,37
deut4948.krn,60,18
deut4784.krn,49,14
deut4753.krn,58,11
deut4747.krn,53,12
deut4800.krn,44,13
deut4814.krn,126,23
deut4828.krn,53,9
deut4627.krn,33,12
deut4633.krn,26,9
deut5061.krn,37,10
deut5075.krn,120,24
deut5049.krn,50,14
deut5063.krn,45,12
deut5077.krn,72,20
deut5088.krn,64,16
deut4625.krn,56,16
deut4631.krn,78,23
deut4619.krn,70,16
deut4802.krn,59,16
deut4816.krn,32,8
deut4751.krn,66,18
deut4989.krn,39,11
deut4745.krn,48,13
deut4779.krn,36,8
deut4792.krn,48,8
deut4786.krn,60,16
deut4976.krn,45,7
deut4962.krn,44,16
deut4553.krn,30,8
deut4547.krn,40,8
deut5117.krn,50,16
deut5103.krn,26,7
deut4590.krn,39,15
deut4584.krn,40,8
deut4585.krn,33,8
deut4591.krn,41,12
deut5102.krn,54,16
deut5116.krn,53,8
deut4546.krn,66,28
deut4552.krn,22,7
deut4963.krn,41,13
deut4977.krn,56,12
deut4787.krn,28,9
deut4793.krn,44,11
deut4778.krn,49,16
deut4744.krn,26,8
deut4988.krn,49,14
deut4750.krn,47,16
deut4817.krn,59,10
deut4803.krn,38,16
deut4618.krn,58,20
deut4630.krn,53,16
deut4624.krn,42,11
deut5089.krn,70,15
deut5076.krn,49,8
deut5062.krn,52,14
deut5005.krn,61,16
deut5011.krn,81,16
deut5039.krn,48,15
deut4643.krn,106,19
deut4657.krn,68,15
deut4864.krn,52,12
deut4870.krn,42,16
deut4680.krn,51,15
deut4858.krn,34,8
deut4694.krn,46,22
deut4737.krn,69,24
deut4723.krn,22,8
deut4910.krn,39,10
deut4904.krn,68,24
deut4938.krn,33,16
deut4509.krn,64,16
deut4535.krn,64,14
deut4521.krn,32,11
deut4520.krn,31,5
deut4534.krn,35,10
deut4508.krn,48,11
deut4939.krn,52,11
deut4905.krn,23,8
deut4911.krn,65,20
deut4722.krn,82,9
deut4736.krn,46,10
deut4695.krn,68,12
deut4859.krn,51,12
deut4681.krn,62,16
deut4871.krn,60,12
deut4865.krn,30,7
deut4656.krn,34,8
deut4642.krn,63,8
deut5038.krn,54,16
deut5010.krn,23,8
deut5004.krn,40,12
deut5012.krn,25,8
deut5006.krn,57,16
deut4668.krn,69,10
deut4654.krn,35,11
deut4898.krn,40,10
deut4640.krn,29,8
deut4873.krn,45,12
deut4867.krn,54,13
deut4697.krn,45,8
deut4683.krn,66,17
deut4708.krn,87,31
deut4720.krn,54,7
deut4734.krn,44,18
deut4907.krn,47,12
deut4913.krn,57,12
deut4522.krn,45,9
deut4536.krn,55,14
deut4537.krn,41,10
deut4523.krn,81,24
deut4912.krn,45,16
deut4906.krn,55,12
deut4735.krn,21,6
deut4721.krn,28,7
deut4709.krn,83,38
deut4682.krn,67,16
deut4696.krn,28,8
deut4866.krn,46,10
deut4872.krn,43,8
deut4641.krn,39,12
deut4899.krn,43,10
deut4655.krn,44,12
deut4669.krn,34,5
deut5007.krn,82,20
deut5013.krn,32,6
deut5017.krn,34,8
deut5003.krn,61,16
deut4889.krn,67,12
deut4651.krn,39,8
deut4645.krn,40,10
deut4679.krn,46,14
deut4692.krn,50,14
deut4686.krn,37,12
deut4876.krn,29,8
deut4862.krn,49,12
deut4725.krn,56,16
deut4731.krn,37,8
deut4719.krn,42,8
deut4902.krn,49,9
deut4916.krn,68,18
deut4527.krn,49,10
deut4533.krn,40,10
deut4532.krn,17,8
deut4526.krn,47,10
deut4917.krn,68,24
deut4903.krn,36,8
deut4718.krn,47,18
deut4730.krn,38,8
deut4724.krn,29,9
deut4863.krn,53,9
deut4877.krn,65,15
deut4687.krn,44,11
deut4693.krn,85,22
deut4678.krn,64,19
deut4644.krn,34,9
deut4650.krn,33,11
deut4888.krn,48,10
deut5002.krn,25,8
deut5016.krn,49,15
deut5028.krn,39,10
deut5000.krn,35,12
deut5014.krn,26,8
deut4646.krn,62,24
deut4652.krn,61,16
deut4685.krn,44,10
deut4691.krn,112,24
deut4849.krn,66,16
deut4861.krn,107,19
deut4875.krn,36,8
deut4732.krn,41,9
deut4726.krn,97,16
deut4929.krn,33,8
deut4915.krn,60,14
deut4901.krn,43,10
deut4530.krn,67,14
deut4524.krn,58,27
deut4518.krn,65,13
deut4519.krn,63,25
deut4525.krn,40,10
deut4531.krn,51,10
deut4900.krn,42,16
deut4914.krn,40,16
deut4928.krn,114,41
deut4727.krn,54,16
deut4733.krn,60,16
deut4874.krn,65,16
deut4860.krn,45,11
deut4848.krn,44,8
deut4690.krn,44,13
deut4684.krn,41,22
deut4653.krn,49,8
deut4647.krn,56,12
deut5015.krn,58,16
deut5001.krn,42,11
deut5029.krn,59,12
deut2777.krn,56,10
deut2763.krn,76,24
deut2950.krn,53,12
deut2788.krn,149,28
deut2944.krn,43,14
deut2549.krn,72,16
deut2575.krn,104,16
deut2561.krn,71,24
deut2429.krn,60,16
deut2367.krn,29,7
deut2401.krn,82,16
deut2415.krn,40,10
deut2373.krn,59,14
deut2398.krn,67,18
deut2603.krn,68,16
deut2617.krn,32,8
deut2824.krn,28,8
deut2830.krn,44,12
deut2818.krn,34,12
deut2819.krn,22,8
deut2831.krn,51,15
deut2825.krn,34,12
deut2616.krn,34,10
deut2602.krn,51,11
deut2399.krn,61,12
deut2414.krn,35,8
deut2372.krn,37,8
deut2366.krn,38,19
deut2400.krn,54,12
deut2428.krn,42,10
deut2560.krn,45,12
deut2574.krn,59,20
deut2548.krn,68,16
deut2945.krn,52,13
deut2789.krn,44,12
deut2951.krn,32,8
deut2762.krn,77,20
deut2776.krn,82,16
deut2748.krn,54,16
deut2760.krn,65,16
deut2774.krn,35,8
deut2947.krn,34,11
deut2953.krn,35,8
deut2562.krn,105,26
deut2576.krn,51,16
deut2589.krn,27,8
deut2358.krn,55,12
deut2370.krn,42,8
deut2416.krn,50,12
deut2402.krn,58,16
deut2364.krn,48,10
deut2628.krn,52,12
deut2614.krn,69,16
deut2600.krn,44,12
deut2833.krn,45,12
deut2827.krn,40,12
deut2826.krn,46,12
deut2832.krn,44,12
deut2601.krn,28,6
deut2615.krn,52,16
deut2629.krn,76,17
deut2403.krn,54,14
deut2365.krn,32,8
deut2371.krn,51,9
deut2417.krn,66,21
deut2359.krn,82,16
deut2588.krn,60,15
deut2577.krn,43,12
deut2563.krn,83,32
deut2952.krn,59,26
deut2946.krn,62,24
deut2775.krn,64,19
deut2761.krn,79,23
deut2749.krn,84,16
deut2765.krn,100,18
deut2771.krn,72,16
deut2759.krn,71,18
deut2942.krn,53,12
deut2956.krn,59,16
deut2567.krn,60,12
deut2573.krn,73,28
deut2598.krn,61,16
deut2413.krn,37,10
deut2375.krn,41,10
deut2361.krn,65,16
deut2407.krn,71,16
deut2349.krn,31,8
deut2611.krn,34,8
deut2605.krn,31,12
deut2639.krn,79,18
deut2836.krn,37,8
deut2822.krn,33,12
deut2823.krn,39,12
deut2837.krn,34,8
deut2638.krn,34,14
deut2604.krn,54,12
deut2610.krn,38,8
deut2348.krn,28,8
deut2360.krn,86,16
deut2406.krn,52,16
deut2412.krn,31,10
deut2374.krn,64,16
deut2599.krn,65,16
deut2572.krn,62,16
deut2566.krn,33,8
deut2957.krn,52,15
deut2943.krn,52,16
deut2758.krn,74,16
deut2770.krn,72,16
deut2764.krn,47,12
deut2772.krn,81,16
deut2766.krn,68,16
deut2969.krn,66,28
deut2955.krn,58,16
deut2941.krn,48,12
deut2799.krn,40,10
deut2570.krn,75,16
deut2564.krn,46,10
deut2558.krn,32,8
deut2404.krn,65,16
deut2362.krn,80,16
deut2376.krn,43,8
deut2410.krn,44,8
deut2438.krn,54,14
deut2389.krn,34,8
deut2606.krn,62,12
deut2612.krn,42,8
deut2809.krn,53,16
deut2821.krn,79,16
deut2835.krn,30,8
deut2834.krn,33,8
deut2820.krn,30,8
deut2808.krn,31,8
deut2613.krn,58,24
deut2607.krn,57,12
deut2388.krn,51,12
deut2439.krn,44,12
deut2377.krn,43,8
deut2411.krn,42,8
deut2405.krn,66,15
deut2363.krn,76,16
deut2559.krn,93,20
deut2565.krn,94,22
deut2571.krn,61,16
deut2798.krn,61,16
deut2940.krn,44,16
deut2954.krn,35,8
deut2968.krn,44,12
deut2767.krn,103,18
deut2773.krn,61,15
deut2728.krn,53,16
deut2714.krn,52,16
deut2700.krn,172,41
deut2933.krn,54,12
deut2927.krn,63,20
deut2516.krn,104,44
deut2502.krn,46,8
deut2338.krn,57,16
deut2462.krn,34,8
deut2304.krn,58,12
deut2310.krn,80,18
deut2476.krn,33,16
deut2489.krn,32,8
deut2884.krn,92,32
deut2890.krn,70,20
deut2648.krn,60,12
deut2660.krn,54,16
deut2674.krn,31,8
deut2847.krn,81,16
deut2853.krn,49,16
deut2852.krn,45,16
deut2846.krn,42,9
deut2675.krn,73,20
deut2661.krn,78,16
deut2649.krn,61,12
deut2891.krn,78,16
deut2885.krn,39,8
deut2488.krn,91,18
deut2311.krn,78,22
deut2477.krn,30,8
deut2463.krn,45,8
deut2305.krn,60,16
deut2339.krn,73,20
deut2503.krn,72,16
deut2517.krn,38,12
deut2926.krn,47,16
deut2932.krn,28,8
deut2701.krn,28,8
deut2715.krn,31,8
deut2729.krn,64,14
deut2703.krn,52,14
deut2717.krn,62,16
deut2924.krn,50,16
deut2930.krn,56,24
deut2918.krn,74,18
deut2529.krn,47,10
deut2501.krn,74,15
deut2273.krn,94,40
deut2515.krn,34,8
deut2298.krn,55,13
deut2449.krn,55,16
deut2475.krn,35,8
deut2313.krn,66,21
deut2307.krn,66,24
deut2461.krn,65,16
deut2893.krn,56,16
deut2887.krn,49,10
deut2677.krn,78,16
deut2663.krn,86,16
deut2688.krn,108,20
deut2850.krn,32,8
deut2844.krn,62,16
deut2878.krn,64,24
deut2879.krn,26,8
deut2845.krn,86,24
deut2851.krn,32,8
deut2689.krn,68,18
deut2662.krn,78,16
deut2676.krn,63,16
deut2886.krn,53,12
deut2892.krn,59,16
deut2306.krn,60,16
deut2460.krn,34,16
deut2474.krn,46,12
deut2312.krn,29,8
deut2448.krn,48,12
deut2299.krn,27,8
deut2272.krn,94,20
deut2514.krn,52,16
deut2500.krn,50,10
deut2528.krn,55,16
deut2919.krn,60,18
deut2931.krn,70,18
deut2925.krn,114,24
deut2716.krn,54,16
deut2702.krn,35,8
deut2706.krn,55,16
deut2712.krn,69,16
deut2909.krn,62,16
deut2921.krn,60,13
deut2935.krn,46,16
deut2504.krn,76,26
deut2510.krn,53,12
deut2276.krn,68,20
deut2538.krn,78,18
deut2289.krn,107,20
deut2316.krn,32,8
deut2470.krn,64,16
deut2464.krn,28,8
deut2302.krn,86,16
deut2458.krn,36,8
deut2672.krn,55,10
deut2666.krn,112,20
deut2896.krn,56,16
deut2882.krn,78,20
deut2869.krn,84,24
deut2855.krn,36,8
deut2699.krn,83,19
deut2841.krn,60,16
deut2840.krn,65,12
deut2698.krn,102,24
deut2854.krn,60,14
deut2868.krn,101,28
deut2883.krn,46,12
deut2897.krn,40,10
deut2667.krn,41,8
deut2673.krn,52,12
deut2459.krn,23,8
deut2465.krn,42,12
deut2303.krn,79,18
deut2317.krn,44,12
deut2471.krn,29,8
deut2288.krn,74,16
deut2539.krn,78,16
deut2511.krn,52,16
deut2277.krn,56,14
deut2505.krn,78,14
deut2934.krn,61,16
deut2920.krn,56,18
deut2908.krn,75,24
deut2713.krn,38,8
deut2707.krn,28,8
deut2711.krn,63,18
deut2705.krn,64,16
deut2739.krn,92,16
deut2936.krn,61,14
deut2922.krn,62,18
deut2275.krn,48,12
deut2513.krn,36,12
deut2507.krn,45,14
deut2301.krn,89,20
deut2467.krn,42,12
deut2473.krn,48,12
deut2315.krn,61,16
deut2329.krn,45,12
deut2498.krn,41,10
deut2665.krn,30,9
deut2671.krn,68,12
deut2881.krn,114,32
deut2659.krn,59,12
deut2895.krn,76,20
deut2842.krn,70,16
deut2856.krn,38,12
deut2857.krn,54,16
deut2843.krn,26,8
deut2894.krn,64,20
deut2658.krn,61,18
deut2880.krn,90,20
deut2670.krn,48,12
deut2664.krn,35,8
deut2499.krn,34,8
deut2328.krn,27,8
deut2472.krn,102,25
deut2314.krn,112,20
deut2300.krn,101,25
deut2466.krn,26,8
deut2506.krn,50,16
deut2274.krn,75,16
deut2512.krn,36,12
deut2923.krn,59,8
deut2937.krn,32,8
deut2738.krn,88,27
deut2704.krn,43,12
deut2710.krn,68,16
deut2709.krn,62,17
deut2735.krn,69,12
deut2721.krn,46,10
deut2912.krn,61,16
deut2906.krn,80,16
deut2279.krn,32,8
deut2537.krn,81,16
deut2523.krn,68,16
deut2292.krn,70,21
deut2286.krn,64,14
deut2319.krn,30,8
deut2443.krn,73,24
deut2325.krn,49,12
deut2331.krn,51,10
deut2457.krn,29,8
deut2480.krn,73,24
deut2494.krn,63,14
deut2669.krn,39,8
deut2899.krn,62,22
deut2641.krn,90,16
deut2655.krn,75,20
deut2866.krn,68,24
deut2872.krn,64,16
deut2682.krn,39,10
deut2696.krn,40,10
deut2697.krn,57,14
deut2683.krn,45,20
deut2873.krn,68,16
deut2867.krn,59,20
deut2654.krn,49,16
deut2640.krn,39,12
deut2898.krn,62,18
deut2668.krn,50,10
deut2495.krn,60,14
deut2481.krn,62,24
deut2330.krn,129,32
deut2456.krn,26,8
deut2442.krn,38,10
deut2324.krn,59,16
deut2318.krn,80,12
deut2287.krn,41,14
deut2293.krn,63,16
deut2522.krn,53,16
deut2536.krn,117,28
deut2278.krn,32,9
deut2907.krn,51,12
deut2913.krn,59,16
deut2720.krn,41,10
deut2734.krn,30,8
deut2708.krn,52,12
deut2722.krn,58,14
deut2736.krn,56,16
deut2905.krn,89,18
deut2911.krn,51,12
deut2939.krn,45,16
deut2508.krn,44,8
deut2520.krn,114,26
deut2534.krn,61,16
deut2285.krn,48,11
deut2291.krn,71,24
deut2468.krn,21,8
deut2454.krn,66,14
deut2332.krn,80,12
deut2326.krn,88,20
deut2440.krn,44,16
deut2497.krn,92,19
deut2483.krn,84,16
deut2656.krn,67,16
deut2642.krn,112,41
deut2871.krn,66,18
deut2865.krn,51,10
deut2695.krn,43,10
deut2681.krn,32,8
deut2859.krn,38,11
deut2858.krn,32,8
deut2680.krn,77,30
deut2694.krn,57,16
deut2864.krn,80,16
deut2870.krn,67,20
deut2643.krn,35,8
deut2657.krn,67,16
deut2482.krn,45,8
deut2496.krn,48,14
deut2327.krn,71,14
deut2441.krn,40,10
deut2455.krn,30,8
deut2333.krn,60,16
deut2469.krn,70,16
deut2290.krn,108,24
deut2284.krn,102,20
deut2535.krn,51,10
deut2521.krn,86,24
deut2509.krn,40,8
deut2938.krn,37,8
deut2910.krn,52,12
deut2904.krn,125,21
deut2737.krn,43,16
deut2723.krn,77,14
deut2727.krn,56,16
deut2733.krn,77,21
deut2928.krn,59,18
deut2900.krn,76,16
deut2914.krn,67,16
deut2525.krn,49,14
deut2531.krn,36,9
deut2519.krn,92,25
deut2280.krn,64,16
deut2294.krn,68,18
deut2337.krn,72,17
deut2451.krn,31,8
deut2445.krn,52,10
deut2323.krn,40,12
deut2479.krn,69,16
deut2492.krn,68,16
deut2486.krn,45,10
deut2653.krn,75,16
deut2647.krn,60,16
deut2690.krn,62,12
deut2848.krn,67,28
deut2684.krn,35,8
deut2874.krn,62,16
deut2860.krn,69,16
deut2861.krn,40,8
deut2875.krn,62,16
deut2685.krn,42,10
deut2849.krn,36,12
deut2691.krn,42,8
deut2646.krn,68,12
deut2652.krn,30,8
deut2487.krn,76,16
deut2493.krn,35,8
deut2478.krn,28,8
deut2444.krn,39,8
deut2322.krn,108,39
deut2336.krn,68,17
deut2450.krn,40,12
deut2295.krn,78,24
deut2281.krn,42,13
deut2518.krn,52,12
deut2530.krn,42,15
deut2524.krn,64,11
deut2915.krn,53,16
deut2901.krn,89,28
deut2929.krn,52,12
deut2732.krn,66,16
deut2726.krn,86,24
deut2730.krn,82,20
deut2724.krn,52,10
deut2718.krn,37,8
deut2917.krn,70,24
deut2903.krn,45,16
deut2532.krn,88,16
deut2526.krn,48,12
deut2297.krn,51,12
deut2283.krn,29,8
deut2320.krn,100,20
deut2446.krn,63,12
deut2452.krn,48,10
deut2334.krn,76,14
deut2308.krn,46,16
deut2485.krn,63,14
deut2491.krn,34,8
deut2644.krn,49,12
deut2888.krn,43,10
deut2650.krn,82,16
deut2678.krn,58,16
deut2687.krn,86,16
deut2693.krn,75,18
deut2863.krn,77,16
deut2877.krn,42,13
deut2876.krn,102,32
deut2862.krn,38,8
deut2692.krn,75,18
deut2686.krn,42,10
deut2679.krn,54,12
deut2651.krn,77,14
deut2889.krn,62,16
deut2645.krn,48,12
deut2490.krn,46,8
deut2484.krn,88,32
deut2309.krn,64,14
deut2453.krn,35,9
deut2335.krn,57,14
deut2321.krn,87,26
deut2447.krn,42,16
deut2282.krn,39,12
deut2296.krn,60,13
deut2527.krn,66,16
deut2533.krn,44,10
deut2902.krn,43,16
deut2916.krn,73,16
deut2719.krn,70,20
deut2725.krn,51,12
deut2731.krn,77,20
deut2756.krn,64,20
deut2742.krn,36,14
deut2971.krn,51,16
deut2965.krn,55,12
deut2795.krn,53,20
deut2959.krn,70,20
deut2781.krn,61,16
deut2568.krn,59,12
deut2554.krn,71,23
deut2540.krn,44,14
deut2597.krn,44,14
deut2583.krn,55,15
deut2408.krn,87,20
deut2346.krn,34,8
deut2420.krn,55,16
deut2434.krn,60,16
deut2352.krn,43,8
deut2385.krn,26,6
deut2391.krn,57,14
deut2622.krn,63,16
deut2636.krn,36,10
deut2805.krn,24,8
deut2811.krn,61,16
deut2839.krn,72,24
deut2838.krn,67,16
deut2810.krn,56,16
deut2804.krn,79,24
deut2637.krn,22,8
deut2623.krn,46,12
deut2390.krn,52,14
deut2384.krn,36,8
deut2435.krn,44,15
deut2353.krn,36,16
deut2347.krn,48,10
deut2421.krn,80,26
deut2409.krn,44,8
deut2582.krn,59,19
deut2596.krn,86,20
deut2541.krn,84,24
deut2555.krn,96,30
deut2569.krn,53,16
deut2780.krn,44,12
deut2958.krn,43,12
deut2794.krn,86,16
deut2964.krn,42,16
deut2970.krn,69,24
deut2743.krn,74,24
deut2757.krn,64,16
deut2769.krn,33,8
deut2741.krn,83,16
deut2755.krn,64,20
deut2966.krn,28,8
deut2972.krn,27,8
deut2782.krn,39,8
deut2796.krn,54,16
deut2543.krn,79,23
deut2557.krn,64,16
deut2580.krn,44,16
deut2594.krn,40,16
deut2379.krn,73,14
deut2351.krn,57,16
deut2437.krn,33,9
deut2423.krn,44,20
deut2345.krn,36,8
deut2392.krn,36,8
deut2386.krn,53,12
deut2609.krn,72,12
deut2635.krn,26,8
deut2621.krn,69,14
deut2812.krn,45,13
deut2806.krn,31,10
deut2807.krn,41,16
deut2813.krn,30,12
deut2620.krn,81,16
deut2634.krn,57,14
deut2608.krn,69,12
deut2387.krn,71,16
deut2393.krn,30,8
deut2422.krn,56,24
deut2344.krn,29,7
deut2350.krn,65,14
deut2436.krn,33,9
deut2378.krn,42,8
deut2595.krn,46,10
deut2581.krn,59,16
deut2556.krn,78,24
deut2542.krn,45,10
deut2797.krn,81,28
deut2783.krn,81,18
deut2973.krn,49,16
deut2967.krn,52,14
deut2754.krn,78,16
deut2740.krn,58,19
deut2768.krn,70,16
deut2744.krn,98,32
deut2750.krn,62,16
deut2778.krn,49,12
deut2787.krn,74,20
deut2793.krn,49,16
deut2963.krn,41,14
deut2546.krn,58,16
deut2552.krn,54,12
deut2585.krn,61,16
deut2591.krn,76,14
deut2432.krn,71,18
deut2354.krn,49,14
deut2340.krn,108,20
deut2426.krn,49,20
deut2368.krn,38,8
deut2397.krn,47,12
deut2383.krn,61,16
deut2630.krn,77,18
deut2624.krn,58,24
deut2618.krn,30,8
deut2817.krn,38,12
deut2803.krn,39,17
deut2802.krn,57,18
deut2816.krn,60,16
deut2619.krn,71,24
deut2625.krn,50,12
deut2631.krn,66,16
deut2382.krn,75,16
deut2396.krn,80,25
deut2369.krn,67,16
deut2341.krn,106,20
deut2427.krn,59,16
deut2433.krn,69,24
deut2355.krn,53,14
deut2590.krn,30,8
deut2584.krn,68,16
deut2553.krn,57,20
deut2547.krn,37,8
deut2962.krn,66,24
deut2792.krn,43,8
deut2786.krn,60,16
deut2779.krn,94,24
deut2751.krn,53,12
deut2745.krn,46,12
deut2753.krn,62,16
deut2747.krn,32,8
deut2948.krn,59,16
deut2790.krn,52,12
deut2784.krn,28,8
deut2974.krn,48,16
deut2960.krn,68,18
deut2551.krn,47,10
deut2545.krn,51,15
deut2579.krn,50,16
deut2592.krn,59,12
deut2586.krn,60,24
deut2425.krn,102,24
deut2343.krn,81,14
deut2357.krn,42,8
deut2431.krn,43,14
deut2419.krn,74,24
deut2380.krn,49,10
deut2394.krn,33,12
deut2627.krn,51,16
deut2633.krn,48,13
deut2828.krn,40,16
deut2800.krn,43,12
deut2814.krn,22,10
deut2815.krn,49,16
deut2801.krn,39,10
deut2829.krn,22,8
deut2632.krn,34,7
deut2626.krn,45,10
deut2395.krn,71,16
deut2381.krn,66,14
deut2418.krn,60,16
deut2356.krn,51,15
deut2430.krn,48,16
deut2424.krn,48,12
deut2342.krn,84,24
deut2587.krn,34,12
deut2593.krn,62,16
deut2578.krn,49,12
deut2544.krn,47,16
deut2550.krn,68,16
deut2961.krn,32,8
deut2975.krn,50,14
deut2785.krn,58,16
deut2791.krn,68,14
deut2949.krn,40,12
deut2746.krn,50,12
deut2752.krn,75,16
kindr139.krn,56,17
kindr105.krn,47,18
kindr111.krn,43,14
kindr059.krn,28,8
kindr071.krn,31,8
kindr065.krn,30,12
kindr064.krn,53,16
kindr070.krn,26,8
kindr058.krn,29,10
kindr110.krn,52,16
kindr104.krn,64,20
kindr138.krn,54,16
kindr112.krn,39,13
kindr106.krn,78,22
kindr066.krn,26,8
kindr072.krn,32,7
kindr099.krn,41,10
kindr098.krn,30,10
kindr073.krn,24,8
kindr067.krn,40,12
kindr107.krn,50,16
kindr113.krn,30,10
kindr117.krn,55,18
kindr103.krn,75,24
kindr063.krn,49,14
kindr077.krn,31,8
kindr088.krn,27,6
kindr089.krn,31,8
kindr076.krn,36,12
kindr062.krn,29,9
kindr102.krn,39,11
kindr116.krn,52,16
kindr100.krn,36,12
kindr114.krn,34,12
kindr128.krn,68,16
kindr074.krn,62,20
kindr060.krn,24,8
kindr048.krn,19,8
kindr049.krn,26,8
kindr061.krn,45,15
kindr075.krn,39,9
kindr129.krn,50,16
kindr115.krn,58,15
kindr101.krn,33,9
kindr166.krn,57,13
kindr172.krn,24,6
kindr199.krn,35,9
kindr210.krn,22,8
kindr204.krn,48,12
kindr012.krn,29,10
kindr006.krn,37,8
kindr007.krn,33,10
kindr013.krn,32,12
kindr205.krn,38,14
kindr211.krn,30,8
kindr198.krn,29,8
kindr173.krn,39,12
kindr167.krn,52,14
kindr159.krn,32,8
kindr171.krn,42,12
kindr165.krn,57,13
kindr207.krn,43,12
kindr213.krn,45,12
kindr039.krn,32,10
kindr005.krn,29,8
kindr011.krn,30,8
kindr010.krn,78,20
kindr004.krn,32,10
